epoch:0, self loss:4055538.6957, cross loss:3157642.3914, G loss:700.3193, D loss:345.2439, reg loss:83755.8974
epoch:118, self loss:48169.3517, cross loss:48493.1237, G loss:2835.9889, D loss:6.9028, reg loss:881.9388
test: movie: hr:0.5914,ndcg:0.3722,mrr:0.3046, book: hr:0.5801,ndcg:0.3648,mrr:0.2984
epoch:119, self loss:47976.9583, cross loss:48416.0803, G loss:2847.5344, D loss:6.5252, reg loss:889.8182
test: movie: hr:0.5920,ndcg:0.3738,mrr:0.3065, book: hr:0.5838,ndcg:0.3670,mrr:0.3001
epoch:120, self loss:48380.4027, cross loss:48828.5002, G loss:2866.6946, D loss:6.5117, reg loss:892.8038
test: movie: hr:0.5898,ndcg:0.3722,mrr:0.3050, book: hr:0.5852,ndcg:0.3687,mrr:0.3018
epoch:121, self loss:48362.3316, cross loss:48755.6332, G loss:2887.1308, D loss:6.2243, reg loss:869.3601
test: movie: hr:0.5926,ndcg:0.3743,mrr:0.3069, book: hr:0.5866,ndcg:0.3716,mrr:0.3051
epoch:122, self loss:48653.4114, cross loss:48993.2299, G loss:2890.7809, D loss:5.1668, reg loss:856.8247
test: movie: hr:0.5929,ndcg:0.3765,mrr:0.3097, book: hr:0.5860,ndcg:0.3705,mrr:0.3040
epoch:123, self loss:47212.1978, cross loss:47439.1894, G loss:2898.6383, D loss:5.8335, reg loss:826.1479
test: movie: hr:0.5917,ndcg:0.3760,mrr:0.3094, book: hr:0.5877,ndcg:0.3731,mrr:0.3068
epoch:124, self loss:47317.9812, cross loss:47570.3978, G loss:2899.4801, D loss:5.5375, reg loss:821.6225
test: movie: hr:0.5948,ndcg:0.3766,mrr:0.3093, book: hr:0.5858,ndcg:0.3719,mrr:0.3058
epoch:125, self loss:47033.7462, cross loss:47324.3431, G loss:2900.3916, D loss:6.0015, reg loss:816.1098
test: movie: hr:0.5968,ndcg:0.3779,mrr:0.3103, book: hr:0.5847,ndcg:0.3719,mrr:0.3061
epoch:126, self loss:45959.3775, cross loss:46221.7355, G loss:2879.1739, D loss:5.4301, reg loss:802.2709
test: movie: hr:0.5939,ndcg:0.3771,mrr:0.3102, book: hr:0.5888,ndcg:0.3744,mrr:0.3080
epoch:127, self loss:47835.5199, cross loss:48071.1123, G loss:2905.5017, D loss:5.4430, reg loss:816.2341
test: movie: hr:0.5950,ndcg:0.3772,mrr:0.3100, book: hr:0.5924,ndcg:0.3770,mrr:0.3105
epoch:128, self loss:47011.2779, cross loss:47321.0787, G loss:2913.5314, D loss:5.4405, reg loss:800.2601
test: movie: hr:0.5956,ndcg:0.3789,mrr:0.3119, book: hr:0.5931,ndcg:0.3777,mrr:0.3112
epoch:129, self loss:46434.8559, cross loss:46713.3013, G loss:2930.4229, D loss:5.6564, reg loss:792.1687
test: movie: hr:0.5952,ndcg:0.3786,mrr:0.3117, book: hr:0.5917,ndcg:0.3771,mrr:0.3108
epoch:130, self loss:46607.6473, cross loss:46844.3307, G loss:2938.8122, D loss:5.6227, reg loss:772.1950
test: movie: hr:0.5983,ndcg:0.3808,mrr:0.3137, book: hr:0.5943,ndcg:0.3796,mrr:0.3132
epoch:131, self loss:46919.7724, cross loss:47170.5333, G loss:2960.4147, D loss:5.2592, reg loss:772.8027
test: movie: hr:0.5977,ndcg:0.3813,mrr:0.3144, book: hr:0.5956,ndcg:0.3805,mrr:0.3140
epoch:132, self loss:47087.9556, cross loss:47337.1915, G loss:2965.0360, D loss:5.4258, reg loss:763.2652
test: movie: hr:0.6015,ndcg:0.3827,mrr:0.3152, book: hr:0.5965,ndcg:0.3826,mrr:0.3165
epoch:133, self loss:46683.0236, cross loss:46984.1412, G loss:2957.3523, D loss:4.8762, reg loss:759.0031
test: movie: hr:0.5983,ndcg:0.3827,mrr:0.3160, book: hr:0.5988,ndcg:0.3817,mrr:0.3146
epoch:134, self loss:46548.4363, cross loss:46846.5401, G loss:2962.2389, D loss:5.7693, reg loss:752.8748
test: movie: hr:0.5995,ndcg:0.3832,mrr:0.3163, book: hr:0.5971,ndcg:0.3824,mrr:0.3160
epoch:135, self loss:45557.6598, cross loss:45865.0903, G loss:2955.2368, D loss:5.4687, reg loss:734.6164
test: movie: hr:0.6021,ndcg:0.3850,mrr:0.3180, book: hr:0.5978,ndcg:0.3832,mrr:0.3169
epoch:136, self loss:46469.0092, cross loss:46894.9594, G loss:2958.5808, D loss:5.3958, reg loss:744.9509
test: movie: hr:0.6014,ndcg:0.3845,mrr:0.3175, book: hr:0.6004,ndcg:0.3853,mrr:0.3188
epoch:137, self loss:45503.2834, cross loss:45916.5445, G loss:2950.5301, D loss:5.9266, reg loss:740.5982
test: movie: hr:0.5999,ndcg:0.3832,mrr:0.3162, book: hr:0.6009,ndcg:0.3867,mrr:0.3205
epoch:138, self loss:45444.9023, cross loss:45765.4174, G loss:2930.9760, D loss:6.6529, reg loss:729.6157
test: movie: hr:0.6024,ndcg:0.3851,mrr:0.3179, book: hr:0.6015,ndcg:0.3872,mrr:0.3209
epoch:139, self loss:45576.4207, cross loss:45909.5128, G loss:2884.3083, D loss:7.4890, reg loss:724.3626
test: movie: hr:0.6031,ndcg:0.3848,mrr:0.3174, book: hr:0.5988,ndcg:0.3866,mrr:0.3209
epoch:140, self loss:45242.9940, cross loss:45610.5210, G loss:2873.2400, D loss:7.0992, reg loss:729.5173
test: movie: hr:0.6013,ndcg:0.3842,mrr:0.3171, book: hr:0.5997,ndcg:0.3868,mrr:0.3210
epoch:141, self loss:46196.6252, cross loss:46671.8384, G loss:2861.4831, D loss:7.1229, reg loss:756.3294
test: movie: hr:0.6037,ndcg:0.3872,mrr:0.3202, book: hr:0.5997,ndcg:0.3889,mrr:0.3237
epoch:142, self loss:45856.6920, cross loss:46184.7491, G loss:2869.0284, D loss:7.9351, reg loss:719.9056
test: movie: hr:0.6042,ndcg:0.3866,mrr:0.3194, book: hr:0.6021,ndcg:0.3889,mrr:0.3229
epoch:143, self loss:45357.2401, cross loss:45674.9046, G loss:2870.8465, D loss:6.6522, reg loss:699.6146
test: movie: hr:0.6066,ndcg:0.3875,mrr:0.3199, book: hr:0.6044,ndcg:0.3900,mrr:0.3238
epoch:144, self loss:45268.7000, cross loss:45628.0807, G loss:2908.8622, D loss:7.3335, reg loss:693.1916
test: movie: hr:0.6062,ndcg:0.3877,mrr:0.3202, book: hr:0.6028,ndcg:0.3889,mrr:0.3228
epoch:145, self loss:44890.1549, cross loss:45465.0155, G loss:2936.0114, D loss:6.0659, reg loss:731.4896
test: movie: hr:0.6034,ndcg:0.3868,mrr:0.3199, book: hr:0.6025,ndcg:0.3888,mrr:0.3226
epoch:146, self loss:44509.3762, cross loss:45017.8877, G loss:2930.9108, D loss:7.0522, reg loss:715.5535
test: movie: hr:0.6068,ndcg:0.3883,mrr:0.3208, book: hr:0.6069,ndcg:0.3926,mrr:0.3263
epoch:147, self loss:44214.0186, cross loss:44640.1628, G loss:2964.8434, D loss:6.9613, reg loss:681.5799
test: movie: hr:0.6052,ndcg:0.3883,mrr:0.3213, book: hr:0.6054,ndcg:0.3933,mrr:0.3276
epoch:148, self loss:43688.4130, cross loss:43994.5717, G loss:2982.2523, D loss:7.0885, reg loss:657.4515
test: movie: hr:0.6061,ndcg:0.3893,mrr:0.3222, book: hr:0.6059,ndcg:0.3931,mrr:0.3272
epoch:149, self loss:44189.0597, cross loss:44519.0545, G loss:2969.8309, D loss:5.6095, reg loss:657.6064
test: movie: hr:0.6042,ndcg:0.3885,mrr:0.3218, book: hr:0.6049,ndcg:0.3924,mrr:0.3266
epoch:150, self loss:44168.3667, cross loss:44599.8078, G loss:2961.9112, D loss:6.1170, reg loss:644.8005
test: movie: hr:0.6056,ndcg:0.3886,mrr:0.3215, book: hr:0.6070,ndcg:0.3938,mrr:0.3278
epoch:151, self loss:43458.6592, cross loss:43818.9082, G loss:2994.1239, D loss:6.2952, reg loss:634.2294
test: movie: hr:0.6066,ndcg:0.3904,mrr:0.3236, book: hr:0.6103,ndcg:0.3963,mrr:0.3302
epoch:152, self loss:43778.1662, cross loss:44164.9019, G loss:2978.6733, D loss:5.9997, reg loss:641.4364
test: movie: hr:0.6068,ndcg:0.3909,mrr:0.3242, book: hr:0.6075,ndcg:0.3949,mrr:0.3290
epoch:153, self loss:43896.7446, cross loss:44160.1710, G loss:2953.9005, D loss:5.8967, reg loss:633.6657
test: movie: hr:0.6109,ndcg:0.3908,mrr:0.3229, book: hr:0.6049,ndcg:0.3945,mrr:0.3292
epoch:154, self loss:43895.9254, cross loss:44102.1782, G loss:2973.2862, D loss:6.5246, reg loss:634.4922
test: movie: hr:0.6099,ndcg:0.3918,mrr:0.3244, book: hr:0.6092,ndcg:0.3971,mrr:0.3315
epoch:155, self loss:43311.6948, cross loss:43727.2071, G loss:2967.8517, D loss:6.9458, reg loss:623.0726
test: movie: hr:0.6081,ndcg:0.3903,mrr:0.3229, book: hr:0.6088,ndcg:0.3963,mrr:0.3304
epoch:156, self loss:43146.9728, cross loss:43754.7277, G loss:2970.2970, D loss:6.7175, reg loss:641.7308
test: movie: hr:0.6079,ndcg:0.3913,mrr:0.3244, book: hr:0.6095,ndcg:0.3973,mrr:0.3315
epoch:157, self loss:42706.2154, cross loss:43231.4903, G loss:2956.9949, D loss:7.1339, reg loss:600.8356
test: movie: hr:0.6085,ndcg:0.3933,mrr:0.3267, book: hr:0.6100,ndcg:0.3971,mrr:0.3312
epoch:158, self loss:42447.4212, cross loss:42838.3817, G loss:2977.0932, D loss:6.7596, reg loss:589.1162
test: movie: hr:0.6106,ndcg:0.3945,mrr:0.3276, book: hr:0.6109,ndcg:0.3987,mrr:0.3330
epoch:159, self loss:42810.4265, cross loss:43330.7235, G loss:3015.3518, D loss:6.4969, reg loss:592.2865
test: movie: hr:0.6106,ndcg:0.3938,mrr:0.3268, book: hr:0.6128,ndcg:0.3978,mrr:0.3313
epoch:160, self loss:42683.0771, cross loss:43202.4215, G loss:3004.9337, D loss:7.1433, reg loss:616.3170
test: movie: hr:0.6103,ndcg:0.3935,mrr:0.3266, book: hr:0.6148,ndcg:0.3991,mrr:0.3324
epoch:161, self loss:42021.7978, cross loss:42481.7030, G loss:2982.9932, D loss:7.6148, reg loss:565.7734
test: movie: hr:0.6090,ndcg:0.3937,mrr:0.3272, book: hr:0.6123,ndcg:0.3986,mrr:0.3324
epoch:162, self loss:41769.4781, cross loss:42268.7687, G loss:2972.1293, D loss:7.1180, reg loss:572.5119
test: movie: hr:0.6094,ndcg:0.3947,mrr:0.3283, book: hr:0.6115,ndcg:0.3995,mrr:0.3338
epoch:163, self loss:41260.2795, cross loss:41684.4669, G loss:3041.2163, D loss:7.8666, reg loss:551.8538
test: movie: hr:0.6094,ndcg:0.3937,mrr:0.3269, book: hr:0.6112,ndcg:0.3999,mrr:0.3345
epoch:164, self loss:41282.3371, cross loss:41935.5426, G loss:3050.1842, D loss:7.3031, reg loss:589.7564
test: movie: hr:0.6101,ndcg:0.3952,mrr:0.3288, book: hr:0.6117,ndcg:0.3990,mrr:0.3331
epoch:165, self loss:41650.4910, cross loss:42159.8619, G loss:3067.3779, D loss:7.2187, reg loss:544.2305
test: movie: hr:0.6093,ndcg:0.3940,mrr:0.3274, book: hr:0.6137,ndcg:0.4001,mrr:0.3339
epoch:166, self loss:40625.7285, cross loss:41110.9491, G loss:3068.2362, D loss:8.3626, reg loss:545.4937
test: movie: hr:0.6117,ndcg:0.3954,mrr:0.3286, book: hr:0.6125,ndcg:0.4003,mrr:0.3346
epoch:167, self loss:40677.1532, cross loss:41321.4742, G loss:3041.7775, D loss:9.1541, reg loss:582.0615
test: movie: hr:0.6123,ndcg:0.3955,mrr:0.3285, book: hr:0.6119,ndcg:0.4003,mrr:0.3349
epoch:168, self loss:39621.8106, cross loss:40135.7294, G loss:3032.0252, D loss:8.3731, reg loss:516.1667
test: movie: hr:0.6121,ndcg:0.3943,mrr:0.3270, book: hr:0.6107,ndcg:0.3986,mrr:0.3330
epoch:169, self loss:40531.4603, cross loss:41012.3430, G loss:3031.4039, D loss:7.7314, reg loss:508.2119
test: movie: hr:0.6104,ndcg:0.3945,mrr:0.3278, book: hr:0.6126,ndcg:0.3999,mrr:0.3341
epoch:170, self loss:40261.6163, cross loss:40696.6421, G loss:3045.9105, D loss:7.1837, reg loss:499.3940
test: movie: hr:0.6109,ndcg:0.3944,mrr:0.3274, book: hr:0.6129,ndcg:0.4006,mrr:0.3349
epoch:171, self loss:40137.7283, cross loss:40655.8072, G loss:3029.4346, D loss:7.6051, reg loss:540.7867
test: movie: hr:0.6122,ndcg:0.3958,mrr:0.3288, book: hr:0.6117,ndcg:0.3987,mrr:0.3327
epoch:172, self loss:39751.2241, cross loss:40280.8673, G loss:3047.7791, D loss:7.4801, reg loss:537.1526
test: movie: hr:0.6119,ndcg:0.3949,mrr:0.3278, book: hr:0.6103,ndcg:0.3986,mrr:0.3330
epoch:173, self loss:39650.3846, cross loss:40053.2424, G loss:3056.0264, D loss:6.9442, reg loss:507.2115
test: movie: hr:0.6110,ndcg:0.3958,mrr:0.3293, book: hr:0.6125,ndcg:0.4005,mrr:0.3349
epoch:174, self loss:38848.2894, cross loss:39285.4278, G loss:3044.8179, D loss:8.2312, reg loss:487.4285
test: movie: hr:0.6097,ndcg:0.3937,mrr:0.3268, book: hr:0.6102,ndcg:0.3985,mrr:0.3329
epoch:175, self loss:39099.4316, cross loss:39642.9048, G loss:3057.6926, D loss:6.8498, reg loss:513.4782
test: movie: hr:0.6095,ndcg:0.3936,mrr:0.3268, book: hr:0.6111,ndcg:0.3999,mrr:0.3345
epoch:176, self loss:38359.2590, cross loss:38925.5303, G loss:3068.8480, D loss:7.2210, reg loss:506.1851
test: movie: hr:0.6111,ndcg:0.3949,mrr:0.3281, book: hr:0.6120,ndcg:0.4002,mrr:0.3346
epoch:177, self loss:38085.2654, cross loss:38553.6698, G loss:3060.7393, D loss:8.0473, reg loss:457.8989
test: movie: hr:0.6113,ndcg:0.3953,mrr:0.3284, book: hr:0.6112,ndcg:0.4000,mrr:0.3346
epoch:178, self loss:37909.0626, cross loss:38464.2959, G loss:3083.4451, D loss:7.6428, reg loss:477.1052
test: movie: hr:0.6090,ndcg:0.3934,mrr:0.3268, book: hr:0.6110,ndcg:0.4000,mrr:0.3347
epoch:179, self loss:37505.1425, cross loss:37966.5229, G loss:3110.8552, D loss:6.7753, reg loss:454.5086
test: movie: hr:0.6093,ndcg:0.3944,mrr:0.3279, book: hr:0.6091,ndcg:0.3983,mrr:0.3329
epoch:180, self loss:37789.2398, cross loss:38275.3287, G loss:3134.3845, D loss:7.0933, reg loss:467.5768
test: movie: hr:0.6085,ndcg:0.3941,mrr:0.3278, book: hr:0.6108,ndcg:0.3984,mrr:0.3326
epoch:181, self loss:37286.1444, cross loss:37749.9607, G loss:3123.2912, D loss:6.6435, reg loss:455.4123
test: movie: hr:0.6074,ndcg:0.3927,mrr:0.3262, book: hr:0.6103,ndcg:0.3995,mrr:0.3343
epoch:182, self loss:37318.8331, cross loss:37689.6325, G loss:3135.5295, D loss:8.4319, reg loss:475.9771
test: movie: hr:0.6058,ndcg:0.3920,mrr:0.3257, book: hr:0.6089,ndcg:0.3987,mrr:0.3336
epoch:183, self loss:37237.4658, cross loss:37716.7153, G loss:3131.1054, D loss:6.4506, reg loss:465.3894
test: movie: hr:0.6049,ndcg:0.3922,mrr:0.3263, book: hr:0.6081,ndcg:0.3980,mrr:0.3330
epoch:184, self loss:36709.6765, cross loss:37215.7045, G loss:3193.8590, D loss:6.9624, reg loss:446.1705
test: movie: hr:0.6077,ndcg:0.3927,mrr:0.3262, book: hr:0.6077,ndcg:0.3989,mrr:0.3342
epoch:185, self loss:36032.0106, cross loss:36713.3601, G loss:3233.1424, D loss:7.2680, reg loss:483.1771
test: movie: hr:0.6065,ndcg:0.3923,mrr:0.3260, book: hr:0.6089,ndcg:0.3986,mrr:0.3335
epoch:186, self loss:35496.6593, cross loss:36168.6028, G loss:3254.8610, D loss:7.4361, reg loss:458.3235
test: movie: hr:0.6082,ndcg:0.3919,mrr:0.3250, book: hr:0.6097,ndcg:0.3994,mrr:0.3344
epoch:187, self loss:35884.3076, cross loss:36513.2138, G loss:3261.8451, D loss:6.4459, reg loss:437.7098
test: movie: hr:0.6086,ndcg:0.3921,mrr:0.3252, book: hr:0.6068,ndcg:0.3983,mrr:0.3337
epoch:188, self loss:35638.8295, cross loss:36370.7381, G loss:3257.7007, D loss:7.3392, reg loss:431.3630
test: movie: hr:0.6063,ndcg:0.3904,mrr:0.3235, book: hr:0.6078,ndcg:0.3976,mrr:0.3326
epoch:189, self loss:35464.4718, cross loss:36018.9821, G loss:3239.0068, D loss:8.7087, reg loss:422.6959
test: movie: hr:0.6066,ndcg:0.3916,mrr:0.3251, book: hr:0.6027,ndcg:0.3970,mrr:0.3332
epoch:190, self loss:34808.3216, cross loss:35427.0412, G loss:3227.6299, D loss:9.0238, reg loss:426.5396
test: movie: hr:0.6083,ndcg:0.3923,mrr:0.3255, book: hr:0.6034,ndcg:0.3963,mrr:0.3321
epoch:191, self loss:34928.7330, cross loss:35521.8274, G loss:3220.5976, D loss:8.2412, reg loss:434.0548
test: movie: hr:0.6061,ndcg:0.3896,mrr:0.3227, book: hr:0.6042,ndcg:0.3971,mrr:0.3329
epoch:192, self loss:34724.9186, cross loss:35383.7422, G loss:3197.3273, D loss:9.6685, reg loss:456.2630
test: movie: hr:0.6061,ndcg:0.3905,mrr:0.3239, book: hr:0.6047,ndcg:0.3955,mrr:0.3307
epoch:193, self loss:33743.1557, cross loss:34298.8511, G loss:3196.0612, D loss:9.3618, reg loss:420.2172
test: movie: hr:0.6047,ndcg:0.3890,mrr:0.3223, book: hr:0.6064,ndcg:0.3965,mrr:0.3316
epoch:194, self loss:33687.6836, cross loss:34299.3766, G loss:3244.3551, D loss:11.8002, reg loss:434.7706
test: movie: hr:0.6051,ndcg:0.3890,mrr:0.3222, book: hr:0.6039,ndcg:0.3955,mrr:0.3309
epoch:195, self loss:33654.9085, cross loss:34217.6715, G loss:3257.3992, D loss:8.6542, reg loss:389.6616
test: movie: hr:0.6044,ndcg:0.3890,mrr:0.3223, book: hr:0.6022,ndcg:0.3941,mrr:0.3297
epoch:196, self loss:33628.8842, cross loss:34396.7053, G loss:3243.4138, D loss:7.6599, reg loss:461.5322
test: movie: hr:0.6006,ndcg:0.3871,mrr:0.3209, book: hr:0.6049,ndcg:0.3952,mrr:0.3303
epoch:197, self loss:33040.8958, cross loss:33804.5977, G loss:3254.3236, D loss:7.9971, reg loss:486.8147
test: movie: hr:0.6023,ndcg:0.3874,mrr:0.3208, book: hr:0.6024,ndcg:0.3958,mrr:0.3318
epoch:198, self loss:32868.5811, cross loss:33431.8701, G loss:3255.1661, D loss:8.4708, reg loss:412.0814
test: movie: hr:0.6047,ndcg:0.3893,mrr:0.3226, book: hr:0.6029,ndcg:0.3949,mrr:0.3306
epoch:199, self loss:32943.0168, cross loss:33642.5205, G loss:3241.6587, D loss:7.6178, reg loss:429.8382
test: movie: hr:0.6010,ndcg:0.3868,mrr:0.3206, book: hr:0.5983,ndcg:0.3923,mrr:0.3285
epoch:200, self loss:32075.2653, cross loss:32657.2378, G loss:3225.9715, D loss:6.3077, reg loss:407.9496
test: movie: hr:0.6009,ndcg:0.3849,mrr:0.3181, book: hr:0.6007,ndcg:0.3938,mrr:0.3297
epoch:201, self loss:31943.6988, cross loss:32587.8019, G loss:3254.7792, D loss:7.1432, reg loss:420.9433
test: movie: hr:0.6015,ndcg:0.3838,mrr:0.3165, book: hr:0.6014,ndcg:0.3938,mrr:0.3297
epoch:202, self loss:31704.1805, cross loss:32296.1124, G loss:3223.0940, D loss:7.8785, reg loss:405.6396
test: movie: hr:0.6024,ndcg:0.3857,mrr:0.3188, book: hr:0.5993,ndcg:0.3908,mrr:0.3261
epoch:203, self loss:30831.9565, cross loss:31464.4004, G loss:3269.9069, D loss:6.7763, reg loss:369.7583
test: movie: hr:0.5988,ndcg:0.3830,mrr:0.3162, book: hr:0.5988,ndcg:0.3918,mrr:0.3278
epoch:204, self loss:30594.2816, cross loss:31291.9374, G loss:3268.6755, D loss:7.3895, reg loss:417.8103
test: movie: hr:0.6009,ndcg:0.3836,mrr:0.3165, book: hr:0.5975,ndcg:0.3905,mrr:0.3263
epoch:205, self loss:30389.3086, cross loss:31188.0590, G loss:3290.8851, D loss:7.4339, reg loss:395.6208
test: movie: hr:0.5994,ndcg:0.3825,mrr:0.3154, book: hr:0.5968,ndcg:0.3899,mrr:0.3257
epoch:206, self loss:30147.8174, cross loss:30903.2919, G loss:3286.9110, D loss:7.6474, reg loss:408.6773
test: movie: hr:0.5978,ndcg:0.3809,mrr:0.3139, book: hr:0.5956,ndcg:0.3896,mrr:0.3258
epoch:207, self loss:29728.1304, cross loss:30363.8338, G loss:3301.7286, D loss:6.8379, reg loss:357.7931
test: movie: hr:0.5956,ndcg:0.3804,mrr:0.3138, book: hr:0.5959,ndcg:0.3896,mrr:0.3256
epoch:208, self loss:29775.3230, cross loss:30464.0600, G loss:3315.4451, D loss:6.7045, reg loss:358.5503
test: movie: hr:0.5975,ndcg:0.3817,mrr:0.3150, book: hr:0.5932,ndcg:0.3879,mrr:0.3243
epoch:209, self loss:29155.6976, cross loss:29759.8659, G loss:3331.3081, D loss:6.9940, reg loss:334.6602
test: movie: hr:0.5956,ndcg:0.3809,mrr:0.3146, book: hr:0.5921,ndcg:0.3874,mrr:0.3240
epoch:210, self loss:29267.3002, cross loss:29827.1628, G loss:3332.2101, D loss:7.0502, reg loss:337.1377
test: movie: hr:0.5944,ndcg:0.3791,mrr:0.3126, book: hr:0.5906,ndcg:0.3864,mrr:0.3231
epoch:211, self loss:28495.7322, cross loss:29038.8331, G loss:3325.3198, D loss:7.7501, reg loss:377.2838
test: movie: hr:0.5942,ndcg:0.3797,mrr:0.3134, book: hr:0.5914,ndcg:0.3869,mrr:0.3236
epoch:212, self loss:28307.8566, cross loss:28869.2908, G loss:3381.4352, D loss:6.7797, reg loss:341.3707
test: movie: hr:0.5916,ndcg:0.3774,mrr:0.3112, book: hr:0.5934,ndcg:0.3862,mrr:0.3221
epoch:213, self loss:28333.4468, cross loss:28920.3794, G loss:3405.9757, D loss:8.0437, reg loss:355.2727
test: movie: hr:0.5934,ndcg:0.3784,mrr:0.3120, book: hr:0.5905,ndcg:0.3839,mrr:0.3199
epoch:214, self loss:28038.0135, cross loss:28641.9286, G loss:3386.2689, D loss:6.9526, reg loss:388.2071
test: movie: hr:0.5926,ndcg:0.3764,mrr:0.3097, book: hr:0.5905,ndcg:0.3860,mrr:0.3227
epoch:215, self loss:27841.5380, cross loss:28479.8455, G loss:3364.0455, D loss:6.0838, reg loss:391.7382
test: movie: hr:0.5925,ndcg:0.3765,mrr:0.3098, book: hr:0.5890,ndcg:0.3838,mrr:0.3202
epoch:216, self loss:27785.1088, cross loss:28185.5812, G loss:3383.8581, D loss:6.8794, reg loss:369.1456
test: movie: hr:0.5900,ndcg:0.3777,mrr:0.3121, book: hr:0.5890,ndcg:0.3826,mrr:0.3186
epoch:217, self loss:27281.2834, cross loss:27607.6215, G loss:3416.2735, D loss:6.6756, reg loss:344.6873
test: movie: hr:0.5904,ndcg:0.3762,mrr:0.3101, book: hr:0.5878,ndcg:0.3832,mrr:0.3198
epoch:218, self loss:27447.1268, cross loss:27981.9388, G loss:3418.1120, D loss:5.7614, reg loss:411.9973
test: movie: hr:0.5877,ndcg:0.3745,mrr:0.3088, book: hr:0.5863,ndcg:0.3827,mrr:0.3197
epoch:219, self loss:26761.4913, cross loss:27369.9627, G loss:3407.0691, D loss:7.6298, reg loss:433.5721
test: movie: hr:0.5890,ndcg:0.3744,mrr:0.3082, book: hr:0.5853,ndcg:0.3801,mrr:0.3166
epoch:220, self loss:26723.9915, cross loss:27155.8262, G loss:3408.2044, D loss:7.5220, reg loss:372.7432
test: movie: hr:0.5875,ndcg:0.3747,mrr:0.3091, book: hr:0.5844,ndcg:0.3784,mrr:0.3146
epoch:221, self loss:26342.3478, cross loss:26759.7336, G loss:3391.4625, D loss:8.6928, reg loss:324.9206
test: movie: hr:0.5867,ndcg:0.3723,mrr:0.3062, book: hr:0.5830,ndcg:0.3788,mrr:0.3156
epoch:222, self loss:25987.4360, cross loss:26444.3145, G loss:3376.2744, D loss:6.6244, reg loss:339.9276
test: movie: hr:0.5889,ndcg:0.3738,mrr:0.3075, book: hr:0.5830,ndcg:0.3781,mrr:0.3147
epoch:223, self loss:25400.6755, cross loss:25829.8104, G loss:3423.5129, D loss:7.9599, reg loss:318.5767
test: movie: hr:0.5872,ndcg:0.3727,mrr:0.3066, book: hr:0.5835,ndcg:0.3781,mrr:0.3145
epoch:224, self loss:25136.6062, cross loss:25537.0200, G loss:3432.8997, D loss:7.4592, reg loss:327.5451
test: movie: hr:0.5836,ndcg:0.3705,mrr:0.3048, book: hr:0.5818,ndcg:0.3768,mrr:0.3133
epoch:225, self loss:24464.0979, cross loss:24928.6850, G loss:3453.5660, D loss:7.4877, reg loss:321.0271
test: movie: hr:0.5853,ndcg:0.3717,mrr:0.3057, book: hr:0.5792,ndcg:0.3755,mrr:0.3124
epoch:226, self loss:25006.3003, cross loss:25567.5467, G loss:3438.0216, D loss:7.2398, reg loss:401.0033
test: movie: hr:0.5842,ndcg:0.3700,mrr:0.3039, book: hr:0.5785,ndcg:0.3752,mrr:0.3122
epoch:227, self loss:24313.4597, cross loss:24887.8131, G loss:3435.8341, D loss:7.1859, reg loss:387.3638
test: movie: hr:0.5841,ndcg:0.3706,mrr:0.3048, book: hr:0.5806,ndcg:0.3758,mrr:0.3124
epoch:228, self loss:24146.2212, cross loss:24649.3598, G loss:3461.9422, D loss:6.1517, reg loss:326.7343
test: movie: hr:0.5830,ndcg:0.3685,mrr:0.3024, book: hr:0.5801,ndcg:0.3749,mrr:0.3115
epoch:229, self loss:24265.4780, cross loss:24644.6916, G loss:3441.9154, D loss:7.0622, reg loss:324.0902
test: movie: hr:0.5815,ndcg:0.3683,mrr:0.3026, book: hr:0.5796,ndcg:0.3746,mrr:0.3113
epoch:230, self loss:23867.6664, cross loss:24217.8987, G loss:3459.5303, D loss:6.3218, reg loss:316.4892
test: movie: hr:0.5781,ndcg:0.3671,mrr:0.3021, book: hr:0.5760,ndcg:0.3728,mrr:0.3099
epoch:231, self loss:23302.6136, cross loss:23741.7183, G loss:3469.3360, D loss:6.7808, reg loss:331.6445
test: movie: hr:0.5805,ndcg:0.3674,mrr:0.3016, book: hr:0.5765,ndcg:0.3730,mrr:0.3100
epoch:232, self loss:23074.0411, cross loss:23629.3506, G loss:3471.6171, D loss:6.8029, reg loss:387.5925
test: movie: hr:0.5783,ndcg:0.3663,mrr:0.3010, book: hr:0.5748,ndcg:0.3715,mrr:0.3086
epoch:233, self loss:23065.3574, cross loss:23544.5971, G loss:3465.6013, D loss:7.1090, reg loss:359.5136
test: movie: hr:0.5801,ndcg:0.3667,mrr:0.3009, book: hr:0.5744,ndcg:0.3705,mrr:0.3075
epoch:234, self loss:22992.5252, cross loss:23255.3610, G loss:3493.6905, D loss:5.0974, reg loss:380.3478
test: movie: hr:0.5766,ndcg:0.3635,mrr:0.2978, book: hr:0.5736,ndcg:0.3702,mrr:0.3073
epoch:235, self loss:22512.4430, cross loss:22910.7590, G loss:3506.7698, D loss:5.6272, reg loss:405.1458
test: movie: hr:0.5774,ndcg:0.3653,mrr:0.2998, book: hr:0.5735,ndcg:0.3700,mrr:0.3071
epoch:236, self loss:22096.4990, cross loss:22519.9555, G loss:3511.6002, D loss:5.9922, reg loss:374.9164
test: movie: hr:0.5770,ndcg:0.3637,mrr:0.2979, book: hr:0.5697,ndcg:0.3679,mrr:0.3054
