epoch:0, self loss:3565593.8162, cross loss:2833598.1860, G loss:828.2660, D loss:312.7761, reg loss:100502.3925
epoch:118, self loss:47392.0163, cross loss:47929.7287, G loss:3008.7159, D loss:5.0262, reg loss:985.7634
test: movie: hr:0.5924,ndcg:0.3750,mrr:0.3079, book: hr:0.5852,ndcg:0.3701,mrr:0.3036
epoch:119, self loss:46821.8833, cross loss:47290.2449, G loss:3021.2749, D loss:5.9347, reg loss:953.2304
test: movie: hr:0.5938,ndcg:0.3751,mrr:0.3076, book: hr:0.5880,ndcg:0.3730,mrr:0.3066
epoch:120, self loss:47104.2907, cross loss:47691.6018, G loss:3019.8078, D loss:5.6950, reg loss:971.2497
test: movie: hr:0.5946,ndcg:0.3747,mrr:0.3067, book: hr:0.5898,ndcg:0.3736,mrr:0.3068
epoch:121, self loss:46855.8284, cross loss:47545.9905, G loss:2978.2152, D loss:6.0289, reg loss:972.3521
test: movie: hr:0.5963,ndcg:0.3781,mrr:0.3106, book: hr:0.5902,ndcg:0.3750,mrr:0.3084
epoch:122, self loss:46087.1850, cross loss:46893.2121, G loss:2988.6326, D loss:5.6604, reg loss:977.0335
test: movie: hr:0.5963,ndcg:0.3789,mrr:0.3117, book: hr:0.5918,ndcg:0.3761,mrr:0.3094
epoch:123, self loss:45873.1783, cross loss:46626.7482, G loss:3007.8781, D loss:5.4128, reg loss:962.0256
test: movie: hr:0.6014,ndcg:0.3814,mrr:0.3135, book: hr:0.5936,ndcg:0.3773,mrr:0.3105
epoch:124, self loss:46824.2352, cross loss:47697.2539, G loss:3030.8901, D loss:4.9389, reg loss:961.9707
test: movie: hr:0.6010,ndcg:0.3816,mrr:0.3138, book: hr:0.5941,ndcg:0.3765,mrr:0.3093
epoch:125, self loss:45426.7911, cross loss:46128.8818, G loss:3023.9568, D loss:5.3041, reg loss:913.7634
test: movie: hr:0.5995,ndcg:0.3805,mrr:0.3129, book: hr:0.5965,ndcg:0.3797,mrr:0.3127
epoch:126, self loss:45821.1303, cross loss:46470.5749, G loss:3015.8820, D loss:5.3634, reg loss:884.7560
test: movie: hr:0.5996,ndcg:0.3826,mrr:0.3156, book: hr:0.5957,ndcg:0.3790,mrr:0.3120
epoch:127, self loss:45849.1232, cross loss:46555.6904, G loss:3008.3964, D loss:4.4932, reg loss:891.7254
test: movie: hr:0.6042,ndcg:0.3850,mrr:0.3173, book: hr:0.5990,ndcg:0.3819,mrr:0.3148
epoch:128, self loss:45355.4453, cross loss:46143.6716, G loss:3004.4154, D loss:5.2770, reg loss:937.0757
test: movie: hr:0.6048,ndcg:0.3860,mrr:0.3183, book: hr:0.5983,ndcg:0.3814,mrr:0.3143
epoch:129, self loss:44687.2994, cross loss:45528.6159, G loss:2976.3388, D loss:6.3834, reg loss:939.3971
test: movie: hr:0.6066,ndcg:0.3858,mrr:0.3177, book: hr:0.6003,ndcg:0.3830,mrr:0.3158
epoch:130, self loss:44994.1712, cross loss:46564.0040, G loss:2978.6470, D loss:5.9837, reg loss:1002.5489
test: movie: hr:0.6025,ndcg:0.3858,mrr:0.3186, book: hr:0.6035,ndcg:0.3845,mrr:0.3168
epoch:131, self loss:44255.0103, cross loss:45118.4639, G loss:3048.5349, D loss:6.9543, reg loss:932.8997
test: movie: hr:0.6076,ndcg:0.3880,mrr:0.3202, book: hr:0.6014,ndcg:0.3844,mrr:0.3174
epoch:132, self loss:44295.8660, cross loss:45037.9709, G loss:3062.2994, D loss:5.3850, reg loss:870.7980
test: movie: hr:0.6067,ndcg:0.3880,mrr:0.3203, book: hr:0.6058,ndcg:0.3877,mrr:0.3204
epoch:133, self loss:44981.1334, cross loss:45612.4488, G loss:3067.2405, D loss:6.8559, reg loss:838.6918
test: movie: hr:0.6061,ndcg:0.3883,mrr:0.3209, book: hr:0.6059,ndcg:0.3870,mrr:0.3193
epoch:134, self loss:44028.6258, cross loss:44751.5957, G loss:3067.7881, D loss:6.3854, reg loss:843.2173
test: movie: hr:0.6085,ndcg:0.3901,mrr:0.3224, book: hr:0.6082,ndcg:0.3895,mrr:0.3219
epoch:135, self loss:43141.9160, cross loss:43845.4613, G loss:3080.0899, D loss:7.9042, reg loss:864.6319
test: movie: hr:0.6091,ndcg:0.3907,mrr:0.3230, book: hr:0.6073,ndcg:0.3889,mrr:0.3213
epoch:136, self loss:44548.8271, cross loss:45051.2018, G loss:3082.4095, D loss:7.1382, reg loss:848.7929
test: movie: hr:0.6099,ndcg:0.3919,mrr:0.3244, book: hr:0.6105,ndcg:0.3911,mrr:0.3233
epoch:137, self loss:44092.9523, cross loss:44806.5594, G loss:3120.4185, D loss:5.3475, reg loss:837.4511
test: movie: hr:0.6116,ndcg:0.3920,mrr:0.3240, book: hr:0.6100,ndcg:0.3916,mrr:0.3242
epoch:138, self loss:43286.4303, cross loss:43861.3870, G loss:3143.1459, D loss:6.0959, reg loss:815.8416
test: movie: hr:0.6134,ndcg:0.3935,mrr:0.3255, book: hr:0.6101,ndcg:0.3911,mrr:0.3234
epoch:139, self loss:42688.0192, cross loss:43330.5866, G loss:3160.3215, D loss:6.2269, reg loss:784.1011
test: movie: hr:0.6130,ndcg:0.3942,mrr:0.3265, book: hr:0.6093,ndcg:0.3919,mrr:0.3247
epoch:140, self loss:43140.1833, cross loss:43675.5257, G loss:3167.5812, D loss:5.1486, reg loss:801.8011
test: movie: hr:0.6124,ndcg:0.3952,mrr:0.3279, book: hr:0.6093,ndcg:0.3916,mrr:0.3243
epoch:141, self loss:42603.4413, cross loss:43417.8727, G loss:3157.5926, D loss:5.1997, reg loss:827.4977
test: movie: hr:0.6106,ndcg:0.3932,mrr:0.3259, book: hr:0.6097,ndcg:0.3913,mrr:0.3238
epoch:142, self loss:41978.6250, cross loss:42715.2197, G loss:3116.9287, D loss:6.2616, reg loss:812.6030
test: movie: hr:0.6115,ndcg:0.3943,mrr:0.3270, book: hr:0.6119,ndcg:0.3929,mrr:0.3252
epoch:143, self loss:42120.1850, cross loss:42930.1157, G loss:3110.5830, D loss:6.6300, reg loss:799.6913
test: movie: hr:0.6162,ndcg:0.3963,mrr:0.3283, book: hr:0.6105,ndcg:0.3934,mrr:0.3262
epoch:144, self loss:41724.8670, cross loss:43370.9479, G loss:3132.9886, D loss:6.5806, reg loss:1009.8397
test: movie: hr:0.6135,ndcg:0.3938,mrr:0.3258, book: hr:0.6112,ndcg:0.3942,mrr:0.3272
epoch:145, self loss:41395.1614, cross loss:42449.0947, G loss:3087.4856, D loss:8.0669, reg loss:907.7590
test: movie: hr:0.6163,ndcg:0.3975,mrr:0.3298, book: hr:0.6126,ndcg:0.3962,mrr:0.3292
epoch:146, self loss:40887.5902, cross loss:41765.7142, G loss:3125.8708, D loss:8.0750, reg loss:801.7689
test: movie: hr:0.6173,ndcg:0.3975,mrr:0.3295, book: hr:0.6100,ndcg:0.3959,mrr:0.3296
epoch:147, self loss:40770.9970, cross loss:41547.3002, G loss:3163.7324, D loss:8.0033, reg loss:750.8001
test: movie: hr:0.6165,ndcg:0.3968,mrr:0.3289, book: hr:0.6124,ndcg:0.3971,mrr:0.3305
epoch:148, self loss:40375.8760, cross loss:41011.3005, G loss:3210.0100, D loss:7.5672, reg loss:695.5347
test: movie: hr:0.6143,ndcg:0.3953,mrr:0.3275, book: hr:0.6137,ndcg:0.3977,mrr:0.3309
epoch:149, self loss:39950.9957, cross loss:40531.7867, G loss:3196.6914, D loss:6.8106, reg loss:679.9460
test: movie: hr:0.6159,ndcg:0.3982,mrr:0.3307, book: hr:0.6151,ndcg:0.3974,mrr:0.3302
epoch:150, self loss:40575.8597, cross loss:41184.6752, G loss:3206.6049, D loss:6.4550, reg loss:685.9560
test: movie: hr:0.6155,ndcg:0.3974,mrr:0.3298, book: hr:0.6176,ndcg:0.3978,mrr:0.3299
epoch:151, self loss:39735.1534, cross loss:40474.1790, G loss:3219.2360, D loss:6.7412, reg loss:665.0133
test: movie: hr:0.6159,ndcg:0.3977,mrr:0.3302, book: hr:0.6176,ndcg:0.3983,mrr:0.3304
epoch:152, self loss:39302.0595, cross loss:40000.5412, G loss:3215.6826, D loss:7.0603, reg loss:660.2359
test: movie: hr:0.6171,ndcg:0.3985,mrr:0.3309, book: hr:0.6139,ndcg:0.3988,mrr:0.3323
epoch:153, self loss:39212.9015, cross loss:39888.9656, G loss:3229.4207, D loss:6.9636, reg loss:639.0137
test: movie: hr:0.6154,ndcg:0.3980,mrr:0.3307, book: hr:0.6153,ndcg:0.3984,mrr:0.3313
epoch:154, self loss:38705.7048, cross loss:39368.2846, G loss:3245.3663, D loss:6.1831, reg loss:630.1139
test: movie: hr:0.6149,ndcg:0.3976,mrr:0.3303, book: hr:0.6174,ndcg:0.3993,mrr:0.3318
epoch:155, self loss:38886.6910, cross loss:39569.9884, G loss:3233.6610, D loss:7.0242, reg loss:629.3112
test: movie: hr:0.6132,ndcg:0.3966,mrr:0.3296, book: hr:0.6131,ndcg:0.3983,mrr:0.3317
epoch:156, self loss:38505.3281, cross loss:39304.0464, G loss:3230.9255, D loss:7.8531, reg loss:622.0472
test: movie: hr:0.6159,ndcg:0.3982,mrr:0.3309, book: hr:0.6146,ndcg:0.3994,mrr:0.3329
epoch:157, self loss:38054.8356, cross loss:38792.5543, G loss:3262.6956, D loss:6.5308, reg loss:605.3750
test: movie: hr:0.6145,ndcg:0.3985,mrr:0.3316, book: hr:0.6141,ndcg:0.3977,mrr:0.3306
epoch:158, self loss:37821.5852, cross loss:38674.8370, G loss:3254.7617, D loss:6.2804, reg loss:613.8406
test: movie: hr:0.6146,ndcg:0.3979,mrr:0.3308, book: hr:0.6153,ndcg:0.3995,mrr:0.3326
epoch:159, self loss:37598.5433, cross loss:38433.9846, G loss:3218.5972, D loss:6.2709, reg loss:594.7270
test: movie: hr:0.6139,ndcg:0.3976,mrr:0.3306, book: hr:0.6129,ndcg:0.3963,mrr:0.3291
epoch:160, self loss:37376.6710, cross loss:38176.2757, G loss:3224.0316, D loss:6.7385, reg loss:581.1177
test: movie: hr:0.6176,ndcg:0.3976,mrr:0.3295, book: hr:0.6134,ndcg:0.3981,mrr:0.3314
epoch:161, self loss:36937.3806, cross loss:37693.1482, G loss:3237.4207, D loss:6.5005, reg loss:571.1343
test: movie: hr:0.6153,ndcg:0.3977,mrr:0.3303, book: hr:0.6127,ndcg:0.3982,mrr:0.3318
epoch:162, self loss:36682.8719, cross loss:37714.7071, G loss:3258.2137, D loss:5.6464, reg loss:637.4476
test: movie: hr:0.6172,ndcg:0.3981,mrr:0.3303, book: hr:0.6152,ndcg:0.3982,mrr:0.3311
epoch:163, self loss:36492.6433, cross loss:37447.1629, G loss:3244.7033, D loss:6.3732, reg loss:632.6988
test: movie: hr:0.6123,ndcg:0.3952,mrr:0.3280, book: hr:0.6125,ndcg:0.3983,mrr:0.3319
epoch:164, self loss:36059.9908, cross loss:36900.7495, G loss:3230.5997, D loss:7.3148, reg loss:579.0348
test: movie: hr:0.6151,ndcg:0.3976,mrr:0.3303, book: hr:0.6116,ndcg:0.3979,mrr:0.3317
epoch:165, self loss:35907.2579, cross loss:36969.1572, G loss:3203.7067, D loss:5.2388, reg loss:606.5704
test: movie: hr:0.6132,ndcg:0.3960,mrr:0.3287, book: hr:0.6129,ndcg:0.3985,mrr:0.3322
epoch:166, self loss:35198.8346, cross loss:36135.2040, G loss:3231.3844, D loss:6.1089, reg loss:589.8222
test: movie: hr:0.6130,ndcg:0.3952,mrr:0.3278, book: hr:0.6107,ndcg:0.3972,mrr:0.3311
epoch:167, self loss:35083.7249, cross loss:35891.4822, G loss:3243.1187, D loss:5.5705, reg loss:540.8317
test: movie: hr:0.6124,ndcg:0.3962,mrr:0.3293, book: hr:0.6095,ndcg:0.3974,mrr:0.3317
epoch:168, self loss:34107.5092, cross loss:34940.2450, G loss:3240.3492, D loss:6.8095, reg loss:528.0511
test: movie: hr:0.6123,ndcg:0.3933,mrr:0.3256, book: hr:0.6093,ndcg:0.3963,mrr:0.3303
epoch:169, self loss:34338.9752, cross loss:35102.3983, G loss:3269.1769, D loss:6.6122, reg loss:505.1744
test: movie: hr:0.6141,ndcg:0.3962,mrr:0.3288, book: hr:0.6078,ndcg:0.3952,mrr:0.3293
epoch:170, self loss:34095.8370, cross loss:34971.7892, G loss:3287.9628, D loss:7.4274, reg loss:557.3370
test: movie: hr:0.6135,ndcg:0.3960,mrr:0.3287, book: hr:0.6085,ndcg:0.3966,mrr:0.3309
epoch:171, self loss:33488.3123, cross loss:34330.7124, G loss:3328.1379, D loss:7.6553, reg loss:527.6050
test: movie: hr:0.6127,ndcg:0.3946,mrr:0.3272, book: hr:0.6082,ndcg:0.3950,mrr:0.3289
epoch:172, self loss:33592.7776, cross loss:34485.1376, G loss:3343.8833, D loss:6.3661, reg loss:519.3586
test: movie: hr:0.6110,ndcg:0.3940,mrr:0.3269, book: hr:0.6063,ndcg:0.3939,mrr:0.3282
epoch:173, self loss:33202.0328, cross loss:34175.1621, G loss:3314.7224, D loss:7.7213, reg loss:577.9898
test: movie: hr:0.6122,ndcg:0.3960,mrr:0.3292, book: hr:0.6076,ndcg:0.3946,mrr:0.3287
epoch:174, self loss:32440.6117, cross loss:33395.6299, G loss:3355.2261, D loss:6.2949, reg loss:571.4238
test: movie: hr:0.6109,ndcg:0.3929,mrr:0.3255, book: hr:0.6086,ndcg:0.3948,mrr:0.3287
epoch:175, self loss:32350.7987, cross loss:33495.3457, G loss:3342.2994, D loss:6.6116, reg loss:576.4685
test: movie: hr:0.6093,ndcg:0.3924,mrr:0.3254, book: hr:0.6056,ndcg:0.3936,mrr:0.3279
epoch:176, self loss:31660.4336, cross loss:32908.9981, G loss:3325.7663, D loss:6.7287, reg loss:726.5679
test: movie: hr:0.6091,ndcg:0.3922,mrr:0.3252, book: hr:0.6055,ndcg:0.3934,mrr:0.3277
epoch:177, self loss:31646.4494, cross loss:32898.1185, G loss:3339.7486, D loss:6.1004, reg loss:609.4931
test: movie: hr:0.6109,ndcg:0.3934,mrr:0.3262, book: hr:0.6053,ndcg:0.3923,mrr:0.3263
epoch:178, self loss:31371.9947, cross loss:32431.3970, G loss:3377.2005, D loss:6.4361, reg loss:537.7555
test: movie: hr:0.6064,ndcg:0.3903,mrr:0.3234, book: hr:0.6052,ndcg:0.3922,mrr:0.3264
epoch:179, self loss:31141.6265, cross loss:32059.9521, G loss:3394.1225, D loss:6.5345, reg loss:471.7130
test: movie: hr:0.6072,ndcg:0.3918,mrr:0.3252, book: hr:0.6029,ndcg:0.3903,mrr:0.3246
epoch:180, self loss:30689.1571, cross loss:31807.0248, G loss:3368.5720, D loss:5.5104, reg loss:622.0748
test: movie: hr:0.6019,ndcg:0.3887,mrr:0.3226, book: hr:0.6022,ndcg:0.3912,mrr:0.3258
epoch:181, self loss:30462.9645, cross loss:31468.9218, G loss:3371.8274, D loss:6.1359, reg loss:494.8480
test: movie: hr:0.6031,ndcg:0.3896,mrr:0.3236, book: hr:0.6002,ndcg:0.3897,mrr:0.3245
epoch:182, self loss:29765.0248, cross loss:30641.6416, G loss:3386.9295, D loss:7.3407, reg loss:460.8479
test: movie: hr:0.6029,ndcg:0.3890,mrr:0.3229, book: hr:0.6016,ndcg:0.3890,mrr:0.3232
epoch:183, self loss:29561.3986, cross loss:30458.0392, G loss:3353.4334, D loss:6.7667, reg loss:428.0280
test: movie: hr:0.6012,ndcg:0.3886,mrr:0.3228, book: hr:0.5997,ndcg:0.3893,mrr:0.3242
epoch:184, self loss:29182.0083, cross loss:30167.0172, G loss:3322.5084, D loss:7.6097, reg loss:509.6583
test: movie: hr:0.6020,ndcg:0.3883,mrr:0.3222, book: hr:0.6004,ndcg:0.3898,mrr:0.3246
epoch:185, self loss:29232.4968, cross loss:30170.2644, G loss:3333.9776, D loss:5.7757, reg loss:486.8258
test: movie: hr:0.5979,ndcg:0.3854,mrr:0.3196, book: hr:0.5977,ndcg:0.3877,mrr:0.3226
epoch:186, self loss:28718.8781, cross loss:29596.1922, G loss:3358.2692, D loss:6.5422, reg loss:465.3817
test: movie: hr:0.5987,ndcg:0.3860,mrr:0.3202, book: hr:0.5980,ndcg:0.3882,mrr:0.3233
epoch:187, self loss:28269.2930, cross loss:29108.3486, G loss:3354.8260, D loss:6.0559, reg loss:414.3345
test: movie: hr:0.5995,ndcg:0.3857,mrr:0.3196, book: hr:0.5949,ndcg:0.3861,mrr:0.3213
epoch:188, self loss:27784.1399, cross loss:28695.4896, G loss:3386.9388, D loss:6.1470, reg loss:418.6161
test: movie: hr:0.5983,ndcg:0.3856,mrr:0.3198, book: hr:0.5973,ndcg:0.3860,mrr:0.3206
epoch:189, self loss:27319.7731, cross loss:28127.9682, G loss:3385.8733, D loss:7.1061, reg loss:408.5182
test: movie: hr:0.5988,ndcg:0.3861,mrr:0.3203, book: hr:0.5940,ndcg:0.3845,mrr:0.3196
epoch:190, self loss:27022.9492, cross loss:27929.7745, G loss:3377.9994, D loss:5.3229, reg loss:404.9162
test: movie: hr:0.5970,ndcg:0.3830,mrr:0.3168, book: hr:0.5946,ndcg:0.3854,mrr:0.3207
epoch:191, self loss:26920.8057, cross loss:27867.7971, G loss:3367.7671, D loss:6.2238, reg loss:407.1009
test: movie: hr:0.5965,ndcg:0.3840,mrr:0.3183, book: hr:0.5933,ndcg:0.3860,mrr:0.3219
epoch:192, self loss:26602.9777, cross loss:27436.8027, G loss:3370.4021, D loss:5.3875, reg loss:372.8286
test: movie: hr:0.5954,ndcg:0.3822,mrr:0.3163, book: hr:0.5931,ndcg:0.3840,mrr:0.3192
epoch:193, self loss:26189.9175, cross loss:27075.6545, G loss:3363.8423, D loss:4.5799, reg loss:352.5199
test: movie: hr:0.5966,ndcg:0.3830,mrr:0.3170, book: hr:0.5889,ndcg:0.3825,mrr:0.3186
epoch:194, self loss:25551.3450, cross loss:26371.7184, G loss:3364.9069, D loss:4.3475, reg loss:378.3310
test: movie: hr:0.5961,ndcg:0.3819,mrr:0.3157, book: hr:0.5898,ndcg:0.3808,mrr:0.3161
epoch:195, self loss:25464.0184, cross loss:26443.3286, G loss:3382.4120, D loss:4.3660, reg loss:395.7712
test: movie: hr:0.5954,ndcg:0.3811,mrr:0.3149, book: hr:0.5865,ndcg:0.3799,mrr:0.3158
epoch:196, self loss:25071.6285, cross loss:25982.2480, G loss:3398.0707, D loss:4.0093, reg loss:380.6107
test: movie: hr:0.5941,ndcg:0.3804,mrr:0.3144, book: hr:0.5867,ndcg:0.3803,mrr:0.3165
epoch:197, self loss:24725.0634, cross loss:25634.8007, G loss:3453.9909, D loss:4.3605, reg loss:382.0018
test: movie: hr:0.5933,ndcg:0.3792,mrr:0.3130, book: hr:0.5846,ndcg:0.3789,mrr:0.3153
epoch:198, self loss:24119.0957, cross loss:25037.7799, G loss:3471.6897, D loss:3.6978, reg loss:365.5819
test: movie: hr:0.5934,ndcg:0.3810,mrr:0.3154, book: hr:0.5828,ndcg:0.3770,mrr:0.3133
epoch:199, self loss:24113.4962, cross loss:25060.5034, G loss:3480.4044, D loss:4.2502, reg loss:378.1614
test: movie: hr:0.5908,ndcg:0.3790,mrr:0.3135, book: hr:0.5809,ndcg:0.3766,mrr:0.3133
epoch:200, self loss:23796.5832, cross loss:24700.8797, G loss:3485.9164, D loss:3.5972, reg loss:379.2212
test: movie: hr:0.5894,ndcg:0.3790,mrr:0.3140, book: hr:0.5806,ndcg:0.3767,mrr:0.3136
epoch:201, self loss:23669.3784, cross loss:24598.4925, G loss:3491.0342, D loss:3.6105, reg loss:437.7772
test: movie: hr:0.5904,ndcg:0.3792,mrr:0.3140, book: hr:0.5798,ndcg:0.3756,mrr:0.3124
epoch:202, self loss:23327.5724, cross loss:24252.5453, G loss:3491.3736, D loss:3.4971, reg loss:451.2479
test: movie: hr:0.5878,ndcg:0.3781,mrr:0.3133, book: hr:0.5797,ndcg:0.3745,mrr:0.3110
epoch:203, self loss:22824.3302, cross loss:23738.7481, G loss:3549.3479, D loss:4.0878, reg loss:394.5014
test: movie: hr:0.5907,ndcg:0.3770,mrr:0.3111, book: hr:0.5774,ndcg:0.3741,mrr:0.3112
epoch:204, self loss:22504.1483, cross loss:23298.8031, G loss:3579.9074, D loss:4.6314, reg loss:366.2350
test: movie: hr:0.5854,ndcg:0.3756,mrr:0.3108, book: hr:0.5760,ndcg:0.3735,mrr:0.3108
epoch:205, self loss:22162.7095, cross loss:23030.7267, G loss:3595.5737, D loss:3.9895, reg loss:382.8099
test: movie: hr:0.5861,ndcg:0.3759,mrr:0.3110, book: hr:0.5747,ndcg:0.3723,mrr:0.3097
epoch:206, self loss:21627.4851, cross loss:22411.5548, G loss:3625.9871, D loss:4.5060, reg loss:345.8513
test: movie: hr:0.5851,ndcg:0.3753,mrr:0.3105, book: hr:0.5738,ndcg:0.3722,mrr:0.3099
epoch:207, self loss:21438.6874, cross loss:22342.2704, G loss:3611.8389, D loss:3.8613, reg loss:394.1387
test: movie: hr:0.5815,ndcg:0.3726,mrr:0.3080, book: hr:0.5723,ndcg:0.3699,mrr:0.3072
epoch:208, self loss:21647.1571, cross loss:22694.5494, G loss:3608.1739, D loss:3.0862, reg loss:549.5326
test: movie: hr:0.5833,ndcg:0.3738,mrr:0.3091, book: hr:0.5703,ndcg:0.3687,mrr:0.3062
epoch:209, self loss:21039.5394, cross loss:22290.2576, G loss:3610.3943, D loss:3.4955, reg loss:640.4087
test: movie: hr:0.5815,ndcg:0.3720,mrr:0.3073, book: hr:0.5715,ndcg:0.3690,mrr:0.3065
epoch:210, self loss:20854.1190, cross loss:21934.4685, G loss:3630.7572, D loss:2.5482, reg loss:553.4480
test: movie: hr:0.5785,ndcg:0.3718,mrr:0.3080, book: hr:0.5660,ndcg:0.3665,mrr:0.3046
epoch:211, self loss:20665.7683, cross loss:21606.7211, G loss:3626.4692, D loss:3.5581, reg loss:515.6512
test: movie: hr:0.5785,ndcg:0.3699,mrr:0.3055, book: hr:0.5694,ndcg:0.3683,mrr:0.3061
epoch:212, self loss:20407.2162, cross loss:21236.2576, G loss:3637.0028, D loss:3.1740, reg loss:472.2389
test: movie: hr:0.5813,ndcg:0.3710,mrr:0.3061, book: hr:0.5682,ndcg:0.3655,mrr:0.3027
epoch:213, self loss:20072.6014, cross loss:20896.9082, G loss:3628.5270, D loss:3.5386, reg loss:421.4572
test: movie: hr:0.5797,ndcg:0.3689,mrr:0.3038, book: hr:0.5646,ndcg:0.3650,mrr:0.3033
epoch:214, self loss:19874.6008, cross loss:20677.0185, G loss:3653.9965, D loss:3.0757, reg loss:367.6662
test: movie: hr:0.5802,ndcg:0.3693,mrr:0.3043, book: hr:0.5659,ndcg:0.3648,mrr:0.3027
epoch:215, self loss:19433.0968, cross loss:20259.4940, G loss:3636.0498, D loss:2.9026, reg loss:454.5983
test: movie: hr:0.5774,ndcg:0.3686,mrr:0.3043, book: hr:0.5645,ndcg:0.3632,mrr:0.3009
epoch:216, self loss:19457.0486, cross loss:20277.0575, G loss:3647.4488, D loss:3.3317, reg loss:378.7735
test: movie: hr:0.5773,ndcg:0.3682,mrr:0.3036, book: hr:0.5636,ndcg:0.3635,mrr:0.3016
epoch:217, self loss:18382.4564, cross loss:19204.2480, G loss:3642.2953, D loss:3.1544, reg loss:363.3400
test: movie: hr:0.5756,ndcg:0.3674,mrr:0.3031, book: hr:0.5628,ndcg:0.3627,mrr:0.3008
epoch:218, self loss:18524.3503, cross loss:19197.5413, G loss:3610.1016, D loss:3.1544, reg loss:359.3111
test: movie: hr:0.5740,ndcg:0.3662,mrr:0.3020, book: hr:0.5620,ndcg:0.3620,mrr:0.3002
epoch:219, self loss:18070.8714, cross loss:18800.0507, G loss:3618.0957, D loss:2.6399, reg loss:346.4854
test: movie: hr:0.5760,ndcg:0.3673,mrr:0.3029, book: hr:0.5599,ndcg:0.3622,mrr:0.3010
epoch:220, self loss:17964.1373, cross loss:18657.1796, G loss:3637.3782, D loss:2.8557, reg loss:306.9480
test: movie: hr:0.5758,ndcg:0.3664,mrr:0.3018, book: hr:0.5596,ndcg:0.3611,mrr:0.2997
epoch:221, self loss:17856.6463, cross loss:18453.9964, G loss:3643.0533, D loss:3.5729, reg loss:323.0282
test: movie: hr:0.5769,ndcg:0.3663,mrr:0.3014, book: hr:0.5605,ndcg:0.3609,mrr:0.2993
epoch:222, self loss:17360.7008, cross loss:18028.0488, G loss:3676.9469, D loss:2.9317, reg loss:314.5301
test: movie: hr:0.5734,ndcg:0.3638,mrr:0.2990, book: hr:0.5575,ndcg:0.3598,mrr:0.2987
epoch:223, self loss:17201.0971, cross loss:17823.6823, G loss:3679.5261, D loss:2.9545, reg loss:316.8420
test: movie: hr:0.5736,ndcg:0.3647,mrr:0.3002, book: hr:0.5562,ndcg:0.3584,mrr:0.2972
epoch:224, self loss:16819.8214, cross loss:17451.9758, G loss:3711.5018, D loss:3.5615, reg loss:366.6640
test: movie: hr:0.5704,ndcg:0.3630,mrr:0.2990, book: hr:0.5554,ndcg:0.3574,mrr:0.2961
epoch:225, self loss:16638.7256, cross loss:17305.8883, G loss:3780.1592, D loss:3.8638, reg loss:276.0449
test: movie: hr:0.5707,ndcg:0.3625,mrr:0.2982, book: hr:0.5566,ndcg:0.3579,mrr:0.2965
epoch:226, self loss:16176.5667, cross loss:16752.3468, G loss:3784.2668, D loss:3.3003, reg loss:300.5375
test: movie: hr:0.5711,ndcg:0.3635,mrr:0.2995, book: hr:0.5557,ndcg:0.3572,mrr:0.2960
epoch:227, self loss:16028.2742, cross loss:16599.2539, G loss:3784.3010, D loss:3.1080, reg loss:297.1541
test: movie: hr:0.5713,ndcg:0.3637,mrr:0.2997, book: hr:0.5538,ndcg:0.3548,mrr:0.2933
epoch:228, self loss:16065.7345, cross loss:16546.3707, G loss:3790.1336, D loss:3.0139, reg loss:276.6411
test: movie: hr:0.5689,ndcg:0.3617,mrr:0.2978, book: hr:0.5537,ndcg:0.3554,mrr:0.2941
epoch:229, self loss:15732.3096, cross loss:16267.6572, G loss:3796.5127, D loss:2.6759, reg loss:305.9403
test: movie: hr:0.5675,ndcg:0.3596,mrr:0.2954, book: hr:0.5522,ndcg:0.3541,mrr:0.2929
epoch:230, self loss:15478.7997, cross loss:16041.8565, G loss:3813.0062, D loss:2.6821, reg loss:367.4874
test: movie: hr:0.5688,ndcg:0.3611,mrr:0.2971, book: hr:0.5535,ndcg:0.3545,mrr:0.2930
epoch:231, self loss:15495.4718, cross loss:16132.0232, G loss:3845.9827, D loss:3.6547, reg loss:381.5122
test: movie: hr:0.5684,ndcg:0.3595,mrr:0.2952, book: hr:0.5496,ndcg:0.3525,mrr:0.2916
epoch:232, self loss:15239.4297, cross loss:15778.3369, G loss:3859.2297, D loss:3.6090, reg loss:349.7584
test: movie: hr:0.5686,ndcg:0.3589,mrr:0.2943, book: hr:0.5480,ndcg:0.3517,mrr:0.2911
epoch:233, self loss:14976.3540, cross loss:15441.3078, G loss:3863.3716, D loss:3.4603, reg loss:314.3787
test: movie: hr:0.5662,ndcg:0.3576,mrr:0.2932, book: hr:0.5503,ndcg:0.3522,mrr:0.2911
epoch:234, self loss:14626.4628, cross loss:15176.3482, G loss:3899.0849, D loss:2.8041, reg loss:331.0589
test: movie: hr:0.5641,ndcg:0.3571,mrr:0.2932, book: hr:0.5466,ndcg:0.3505,mrr:0.2898
epoch:235, self loss:14407.1586, cross loss:14891.9402, G loss:3909.5289, D loss:3.9578, reg loss:302.7708
test: movie: hr:0.5642,ndcg:0.3557,mrr:0.2914, book: hr:0.5491,ndcg:0.3514,mrr:0.2903
epoch:236, self loss:14315.1253, cross loss:14792.0690, G loss:3971.5777, D loss:3.7842, reg loss:315.7602
test: movie: hr:0.5647,ndcg:0.3562,mrr:0.2919, book: hr:0.5456,ndcg:0.3499,mrr:0.2894
